text_clean,campaign
Call to update your mobile application [PHONE],1
আপনার ডেবিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [URL],2
আপনার Facebook account update করুন। Click করুন: [URL],3
Govt. Reg. - 180727/2022 National agency company part-time job. Male and female workers are being recruited to promote advertisements on online platforms alongside studies. Post name: Call Center. Monthly salary: 10/12 thousand. Daily working hours: 4/5 hours. Interested sisters and brothers contact directly in inbox or phone. [PHONE],1
আপনি কক্সবাজারে একটি বিনামূল্যের ৭ দিনের ছুটির জন্য নির্বাচিত হয়েছেন। নিশ্চিত করতে 'YES' উত্তর দিন। লিঙ্কে ট্যাপ করুন: [URL],5
Your credit card temporarily locked। Card service line call করুন. (786) 319- 4482,3
আপনার ইন্টারনেট সংযোগ পুনরায় চালু করতে কল করুন [PHONE],9
"সর্বোচ্চ জরুরি সতর্কতা! আপনার সোনালী ব্যাংক অ্যাকাউন্ট হতে গত ৪৮ ঘন্টায় মোট ৮৫,০০০ টাকা বিভিন্ন সময়ে উত্তোলন করা হয়েছে যার কোনটিই আপনার দ্বারা অনুমোদিত নয়। আমাদের সিকিউরিটি টিম এই বিষয়ে তদন্ত শুরু করেছে এবং প্রাথমিক তদন্তে দেখা গেছে যে আপনার ATM কার্ডের তথ্য কোনভাবে চুরি হয়েছে। অবিলম্বে আরও ক্ষতি রোধ করার জন্য emergency-secure.ml লিংকে গিয়ে আপনার পিন পরিবর্তন করুন এবং অ্যাকাউন্ট সিকিউর করুন।",5
আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন [URL] এবং avoid fraud,3
"আপনার card ending in 8976 temporarily block করা হয়েছে due to unusual activity। Unblock করতে, please visit this link: [URL]",3
Your insurance claim of 1500 TK approved. Collect: [URL] Ref: IC8847,1
"nogod account theke 5,000 taka puraskar jithen! bistarito jante ekhane click korun: [URL]",6
আপনার ক্রেডিট কার্ডের লিমিট বাড়াতে এখানে ক্লিক করুন: [URL],2
"Dear Customer, On 23-02-2020, a transaction of Rs.8990 was made with card XX from K Enterprice ds POS/ECOM. Transaction number not found. If this was not done by you, please send an SMS to [PHONE] from your registered mobile number.",1
Shakib Al Hasan-এর সাথে private meeting-এর সুযোগ পেতে আজই IPL-এ বাজি ধরুন। এখনই start করুন: xini.eu/00Qe,0
"Get 200,000TK return on 100,000TK investment! Call: [PHONE]",1
🔗🤑যারা এখনো hamster-এ account করেননি দ্রুত account করে join করেন 🔥🔥🔥 জুলাই মাসে সুখবর আসবে 🤩🤑 Join fast 👇 🔗 [URL],5
Your mobile SIM will be blocked for security reasons. Verify: [URL] Code: SM8394,1
Get the chance for private meeting with Mashrafe by betting on BPL. Start now: [URL],4
Apnar payment ti prokriya korte amader apnar tothyo proyojon. Ekhane click korun: [URL],8
100% credit card approval without any credit check. Apply today. Contact: [PHONE],1
"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: [PHONE]",9
Your Midland Bank foreign remittance on hold. Release: [URL],1
Update your Facebook account. Click here: [URL],7
"প্রিয় student! Coronavirus-এর কারণে তোমাদের উপবৃত্তির ৪,২০০ TK দেওয়া হচ্ছে। Money receive-এর জন্য নিম্নোক্ত শিক্ষাবোর্ডের number-এ contact করুন। Mobile: [PHONE] , Contact time সকাল 10টা রাত 7:30টা পর্যন্ত Note: একটা bKash number নিয়ে phone দিতে হবে",5
Casino te bet korun ebong ekta free hotel booking jitun! Ajei click korun: [URL],6
Casino-তে bet করুন এবং ৭ দিনের জন্য একটি free trip win করুন! আজই join করুন: [URL],4
"Dear customer, click the link below to get 10GB internet and 100 minutes free for your number",1
আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: [PHONE],9
আপনার সোনালী ব্যাংক অ্যাকাউন্ট সন্দেহজনক কার্যকলাপের জন্য ব্লক করা হয়েছে। অবিলম্বে যোগাযোগ করুন: [PHONE],5
You have won 5000 TK prize from Nagad account! Click here for details: [ [URL],7
"ডাচ্-বাংলা ব্যাংক থেকে জানানো যাচ্ছে, আপনার অ্যাকাউন্টে ১,৫০,০০০ টাকার অননুমোদিত লেনদেন চেষ্টার প্রমাণ পাওয়া গেছে। এখনই [URL] এ লগইন করে আপনার কার্ড নাম্বার, OTP এবং CVV যাচাই করুন। না করলে অ্যাকাউন্ট সাময়িকভাবে স্থগিত থাকবে।",5
Apnar debit card-ti obilombhe update korun. Ekhane click korun: [URL],8
Ay korun [URL],6
Ramadan gift [URL] 43,1
"Apnar bank accounte 50,000 taka joma hoyeche! Nishchito korte call korun: [PHONE]",8
"Dear Customer, ২৩-০২-২০২০ তারিখে কার্ড XX দিয়ে Rs.8990 লেনদেন হয়েছে K Enterprice ds POS/ECOM থেকে। লেনদেন নম্বর পাওয়া যায়নি। যদি এটি আপনার দ্বারা না হয়ে থাকে, তবে রেজিস্টারড মোবাইল নম্বর থেকে [PHONE] এ এসএমএস প্রেরণ করুন।",5
গুরুত্বপূর্ণ: আপনার ড্রাইভিং রেকর্ড চেক। আপডেট: update-driving.ml,5
Apnar mobile numberti high-end laptop jiteche! Puraskar pete call korun [PHONE],8
আমাদের company-র জন্য কাজ করুন। আপনার mobile/computer দিয়ে online-এ বসে income করুন। Contact number: [PHONE],5
"প্রিয় গ্রাহক, আপনার বিকাশ একাউন্ট temporarily suspended হয়েছে। Reactivate করতে এই লিংকে ক্লিক করুন: [URL]",5
"ঘরে বসে মোবাইলের মাধ্যমে অনলাইনে কাজ করে ইনকাম করুন। #🎯 মাসিক ইনকাম: ২০০-৩০০টাকা।(বারতি আয়ের সুযোগ আছে,,ফ্রি ইনকাম ও আছে)। সাথে মাসিক বেতন আছে",5
আপনার মেডিকেল ইন্স্যুরেন্স এক্সপায়ার। নবায়ন: renew-medical.tk,5
You've won 3 vori of gold! Call for details: [PHONE],1
🔥Allready Listed🔥 600k holei Withdraw ✅💸 600k = 7.8 usdt 😛 jara jara miss korechen ekhono sujog ache.Pepe🔥🔥 already listed withdraw hocche. Deri na kore ekhoni mining shuru kore din 🔥 [URL],6
Update your Facebook account immediately. Click here: [URL],7
বাংলালিংক থেকে সতর্কবার্তা: আপনার রিচার্জ বোনাস স্থগিত। পুনরায় চালু করতে [URL] এ তথ্য দিন।,5
[URL] Dine 200-300 taka income kora khuby shohoj,6
বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: [URL],5
"Agora: Ovinnondon!! Apnar March maser bil porishoodh hoyeche. Dhonnobad, ekhane apnar jonno ekta choto upohar royeche. Amader shathe jogajog korun: [PHONE]",8
Apnar pending bill ta payment korun ebong obilombe jogajog korun [PHONE],6
বিকাশ অ্যাপ হ্যাকের ঝুঁকিতে আছে। [URL] এ গিয়ে পাসওয়ার্ড রিসেট করুন।,5
Your internet service shows copyright violation. Legal fee 7200 TK to avoid prosecution: [URL],1
Nogod account block hoyeche. Punoray chalu korte call korun: [PHONE],8
"Nagad account e 10,000 TK joma hoyeche. bistarito jante ekhane click korun: [URL]",6
"Bet on European Championship and win 20,000 TK cashback. Join: [URL]",4
ঘরে বসে অনলাইন ইনকাম করুন! কোন প্রশিক্ষণ প্রয়োজন নেই। বিস্তারিত জানতে কল করুন: [PHONE],5
"EBL customer, apnar credit card multiple bar wrong PIN use hoyeche. Ei suspicious activity er jonne card suspend kora hoyeche. Unlock korte reply korun with apnar mother’s name within 3 hours. Apnar action na nile card deactivate hoye jabe.",8
"ক্যারিয়ার প্ল্যানিং এ সহায়তা নিন! আপনার জন্য আদর্শ কর্মস্থল নির্বাচন করুন এবং সঠিক কৌশল পরিকল্পনা করুন। প্রফেশনাল সহায়তা পান - [PHONE] """,5
Create Fantasy team in IPL now and win iPhone 14 Click: [URL] ; Charge 5.05 taka/day with tax ; Auto renewal applicable.,4
Free Facebook থেকে income করুন inbox করুন Honestly কাজ করেন 🥰😍 Support (group এবং bot) t.me/Facebook_ID_Sell1_bot Official admin👆,5
"হাই প্রিয়, আপনি বাড়ি থেকে কাজ করে প্রতিদিন ২০০০ টাকা উপার্জন করতে পারেন। এই কাজটি গ্রহণ করতে, ক্লিক করুন: [URL]",5
"সোনালী ব্যাংক থেকে জরুরি নোটিশ: আপনার কার্ডে ৮৭,৫০০ টাকা অননুমোদিত চার্জ হয়েছে। এটি যদি আপনার না হয় তবে সাথে সাথে [PHONE] এ কল দিন অথবা [URL] এ যান। আপনার তথ্য না দিলে অ্যাকাউন্ট বন্ধ হয়ে যাবে।",5
আপনি একটি লাকি ড্রয়ে জিতেছেন! আপনার পুরস্কার সংগ্রহ করতে এখানে ক্লিক করুন: [URL],2
সোনালী ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: [PHONE],9
Click here to complete your transaction: [URL],7
শাকিবের sign করা bat জিততে আজই cricket-এ বাজি ধরুন! এখানে click করুন: [URL],0
Bkash cashback claim: Apnar account e 2500TK cashback pending ache but verification complete hoy nai. Please click [URL] and provide OTP within 6hrs. Na korle cashback cancel hoye jabe.,8
EBL reward claim: Apni ekta brand new motorbike win korechen. Prize collect korte 3500TK processing fee pay korte hobe immediately [PHONE] e. Payment na korle prize cancel hobe.,8
"১০,০০০ টাকা investment-এ ৩০,০০০ টাকা earn করুন! Call করুন: [PHONE]",3
iPhone 15 jetar sujog! Quiz khele jitun ekhonii. Click: [URL],6
আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [URL],2
আপনার account এ suspicious activity দেখা গেছে। Immediately verify your identity: [URL],3
DBBL card renewal final notice: Apnar debit card expire hote cholche. Renewal korte ekhuni online application form fillup korun: [URL] Apnar action chara card permanently deactivate hoye jabe.,8
সতর্কবার্তা: আপনার ইন্টারনেট ডেটা চুরি হয়েছে। চেক: check-data.ga,5
◆ temon joggota thakle online poriye rojgar kora jay. eijonno User- [PHONE] mohashoyer shonge jogajog korte paren.,6
Congratulations! Dutch-Bangla lucky draw prize ৯ লাখ TK। Claim করতে visit করুন [URL] with code 9274 before ৩০ Sep,3
"Probash e 100% nishchit chakrir sujog. Kono fee nei, shudhu apnar passport ebong shikkhagoto joggota dorkar. Jogajog: [PHONE]",6
"No need to go to anyone, no need to pay any ad fee. Do your own work and earn lakhs of taka. Click the link below to join: [ [URL]",1
"Ajoi betting shuru korun ebong 20,000 TK cashback jitun. jog din: [URL]",6
"Meta pro space kaj korle inbox matro 6 dollar Bangla 750 taka diye account kore lifetime income korun, sathe achhe masik beton, 5 line free income, slot income, 30 June er modhhe 12 dollar Bangla 1500 taka diye 2 ta program kine nile pacchhen 0.05 bnb er mps nft free orthato 29 dollar free pacchhen Bangla 3625 taka| emon sujog ar paben na, 30 June er modhhe jara account korbe tara pabe emon sujog hat chhara korben na ar bose na thake taratari account kore felun",6
"Priyo grahok, sondehojnok lendenner karone apnar account shamoyik bhabe bondho kora hoyeche. Bangladesh Bank er nitimalanusare sothik tothyer bhittite punoray shochol kore dawa hobe. Ekjon manager apnake call debe ( .. )",8
Bet on IPL today to win free match tickets with Shakib Al Hasan. Join: [URL],4
Pay your pending bill and contact immediately [PHONE],1
Apnar credit card-e ojana ekta transaction shonakto kora hoyeche. Nishchitokron-er jonno onugroho kore ekhane login korun: [URL],8
"Hello, আমার name ALIYE। আপনাকে disturb করার জন্য sorry। I am from [URL] HR department। Can I take your few minutes? Afternoon আড়াইটা Our company আপনাকে একটি part-time job offer করতে পেরে happy যা আপনি your free time-এ করতে পারেন, তাই আমাদের প্রচুর number-এ cooperative worker নিয়োগ করতে হবে (no fee এবং investment)। This job easy এবং flexible এবং your current job-এ interfere করবে না। Later আপনি day-এ only 5-10 minutes-এ easily 300-1200TK earn করতে পারবেন। আপনি কি এই job-এ interested?",5
ক্যাসিনোতে বেট করুন এবং একটি ফ্রি বাড়ি জিতুন! আজই শুরু করুন: [URL],0
আপনার ব্যাংক তথ্য আপডেট করুন। এখানে ক্লিক করুন: [URL],2
You have won 4 bhori gold! Call for details: [PHONE],1
Ekhoni IPL-e Fantasy team baniye jite nin iPhone 14 click: [URL] ; tax-soho charge 5.05 taka/din ; auto renew projojyo.,6
DBBL থেকে alert: suspicious login detect হয়েছে। Visit [URL],3
"প্রিয় গ্রাহক, আপনার Nagad account lock করা হয়েছে। To reactivate, এই link এ click করুন: [URL]",3
"Dear xxx, Congratulations! After reviewing your application, we're pleased to offer employment. Reply to accept and provide bank details for salary deposit.",1
Apnar social security benefits er jonno 25000 TK approve hoyeche. Collect korte call: [PHONE],8
"""Megher ronger jonno shagotom! Ashun apnar ghorbosoti shajiye nei shohoj kistite. Online order din ebong sombhoboto ei masher moddhe pawar sujog nin - [PHONE] """,6
Shakib al hasaner shathe ekanto shakkhater sujog pete cricket e baji dhorun! Click korun: xini.eu/00Qe,6
"Janata Bank theke 5,000 TK purushkar jitechen! bistarito jante ekhane click korun: [URL]",6
Bangladesh Bank theke ekti joruri barta esheche. Call korun: [PHONE],6
🌿 আপনার refer link👇👇 [ [URL] 🌷 প্রতি refer এ পাবেন ৭৫ TK Daily Earn Money মানেই আগুন। 🫠 আমাদের Bot থেকে সারা বছর কাজ করতে পারবেন।,5
আপনার মোবাইল অ্যাপ্লিকেশন আপডেট করতে কল করুন [PHONE],9
"কাওর কাছে যাওয়ার দরকার নেই, কাউকে কোনো অ্যাড ফি দিতে হবে না। নিজের কাজ নিজেই করে লাখ টাকা আয় করুন। যোগদান করতে নিচের লিঙ্কে ক্লিক করুন: [ [URL]",5
আপনার অ্যাকাউন্টটি সুরক্ষিত করতে অবিলম্বে লগইন করুন: [URL],5
আপনার ক্রেডিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [URL],2
bKash অ্যাকাউন্ট পুনরায় চালু করতে এখানে ক্লিক করুন: [URL],2
Sonali Bank account-এ error দেখা দিয়েছে। Emergency basis-এ call করুন: [PHONE],3
"City Bank emergency: Apnar account theke 30,000TK transfer attempt kora hoyeche India theke. To cancel transaction ekhuni confirm korun [URL] Confirmation chara apnar taka chole jabe.",8
"Nagad alert: TK 50,000 deduct হয়েছে suspicious transaction এর জন্য। Confirm করুন [URL]",3
Your credit card has been temporarily locked. Call card service line. (786) 319- 4482,1
ফুটবলে বাজি ধরুন এবং একটি নতুন ল্যাপটপ জিতুন! এখানে ক্লিক করুন: [URL],0
জরুরী ভিত্তিতে নিয়োগ: অফিস সহকারি থাকা খাওয়ার সুন্দর ব্যবস্থা আছে,5
"Shubhechha, apni ekti bishesh discount coupon peyechen! Bistarito jante ekhane click korun: [URL]",6
Bangladesh Bank account e trutti dekha diyeche. Bistarito jante ekhane click korun: [URL],6
Apni Coxbazar e ekta binamulyer 7 diner chutir jonno nirbachito hoyechen. Nishchito korte 'YES' uttor din. Link e tap korun: [URL],6
আপনি ৬ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: [PHONE],9
Nagad account e truiti dekha diyechhe. Kol korun: [PHONE],6
Apnar account hack hote pare. Druto 3000 taka pathan ei number-e: [PHONE] .,8
Problem occurred in Sonali Bank account. Call: [PHONE],1
"আমার ২০০ জন লোকের প্রয়োজন আছে, কোনো অডফি দিতে হবে না, বিনামূল্যে বিনিয়োগ না করে কাজ করতে চাইলে আমাকে ইনবক্স [URL]",5
SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. নাম্বারের ভিত্তিতে নির্বাচন করা হবে. B.SC pass Marksheet and certificate send WhatsApp [PHONE],1
কোন জমা ছাড়াই ১০০% হোম লোন সুবিধা। ২৪ ঘণ্টার মধ্যে অনুমোদন। যোগাযোগ: [PHONE],5
"Apnar hate thaka smartphone diye, 100% nirpade theke online theke income korte chaile jogajog korun. Kono withdraw option nei, withdraw niye kono para nei. Ek taka income hole shetai cash kore nite parben. 100% de-satellize project, tai ekbar active hole shara jibon income korte parben. Telegram: @TanimHasan7 Amader telegram group-er link 👉 [URL]",6
Rocket wallet verification reminder: Apnar profile incomplete ache. Verification complete korte apnar NID and DOB send korun [URL] Action na nile apnar wallet permanently terminate hoye jabe.,8
একটি Samsung Galaxy ফোন জেতার সুযোগ! এই বার্তায় 'GALAXY' উত্তর দিন।,5
"প্রিয় ব্যবহারকারী, সমাজসেবা অফিস থেকে আপনার রেমিট্যান্স অ্যাকাউন্ট সাময়িকভাবে স্থগিত করা হয়েছে। পিন সহ অ্যাকাউন্টটি দিন যা পুনরায় প্রতিক্রিয়ার জন্য দেওয়া হয়েছে।পিন:23456",5
"Daily 500, 700, 1000 taka income Emergency people needed. If anyone wants to do it, message me.",1
Critical security breach at your BASIC Bank account. Act: [URL],1
Your number has won a prize. For details call [PHONE],1
"You have been selected for part-time/full-time online job. Very easy work, no time limit, can be done from home, daily salary 1000-5000TK, contact job manager on WhatsApp: [URL]",1
Nogod account block hoyeche. Punray chalu korte call korun: [PHONE],8
Call to recharge your mobile: [PHONE],1
"Ajoi football e baji dhorun ebong 5,000 TK jitun! ekhoni click korun: xini.eu/00Qe",6
Your One Bank mobile banking PIN compromised. Reset: [URL] immediately,1
আপনার bKash account block হয়েছে। পুনরায় active করতে call করুন: [PHONE],3
Flash bikroy! Poroborti 24 ghontar jonno Daraz-e 70% porjonto chhar pan. Apnar discount claim korte ekhane click korun: [URL],8
Apnar bank account e 10 koti taka joma hoyeche! Nischito korte kol korun: [PHONE],8
"5,000 টাকা investment-এ 20,000 টাকা পান! Call করুন: [PHONE]",3
"Invest 20,000 taka and get 60,000 taka! Call: [PHONE]",6
Error occurred in bKash account. Click here for quick solution: [URL],7
Your debit card এর pin reset করতে call করুন [PHONE],3
বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL],2
আপনার credit card-এ unknown একটি transaction detect করা হয়েছে। Confirmation-এর জন্য please এখানে login করুন: [URL],3
"Nogod account e 1,000 taka joma hoyeche. Bistarito jante call korun: [PHONE]",6
Gobho Regi - 180727/2022 National agency company part-time chakri. Porashona pashapaoshi online platform e biggapon prochar korar jonno chele meye kormi niyog cholche. Poder nam: Call center. Mashik beton: 10/12 hajar. Dainik kajer shomoy: 4/5 ghonta. Agroghi apura o bhaiyera shorashori inbox e jogajog korun ba phone [PHONE],6
"Bet on English Premier League and win TK 50,000. Start: [URL]",4
"There are many ways to earn income from home. For example, someone makes videos on YouTube, someone creates blogs, someone gives reviews, etc. If you can't do these, you can earn income in an easier way. I have earned a lot of money from this app. You can withdraw money to bKash with just TK 50. If you like it, share it with others and download the app from the link below.\n\nNote: The game takes some time to download so be patient and keep downloading.\n\nJoin MSL to play exciting games online and WIN real CASH daily. Download MSL APP [URL]",1
Update your debit card immediately. Click here: [URL],7
"Your mobile banking PIN has been changed. If not done by you, call [PHONE] immediately",1
ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা । [URL],5
"একটা American website আছে কাজ Simple প্রতিদিন ৩ টা task করলে ৮৫ টাকা দেয়, কোন investment লাগবে না কেউ করতে চাইলে inbox সব explain করি দিবো 🤟😊 invite করলে money খুব quickly পেয়ে যাবেন.. অনেকেই এটা করতে want করছিলেন না.. এখন করে তারা ভালোই income করছে..",5
Warning! আপনার Nagad account suspicious fund transfer detect হয়েছে। Confirm now: [URL] এবং protect account immediately,3
Bet on BPL and win a new bike! Join: [URL],4
Bkash cashout limit exceed hoyeche. Account unlock korte call korun [PHONE],8
ক্রিপ্টো ট্রেডিং এ বড় লাভ! আজই শুরু করুন: [URL],5
bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: [URL],2
Your Uber account suspended for fraudulent rides. Restore with verification 3200 TK: [URL],1
Apnar byabshar jonno design ebong marketing somporke janun! professional poramorsho pan ebong byabsha porichalona er dike takiye cholun. jogajog korun bistarito jante ei link e click [URL],6
"*বাড়িতে বসে ফর্ম ফিলাপের কাজ। * ৫টা ফর্ম ফিলাপ ৫১০ টাকা, আমাদের কোম্পানিতে কিছু লোক নেওয়া হচ্ছে। *শিক্ষাগত যোগ্যতা : বাংলা পরতে পারলেই হবে *ফোনে WhatsApp থাকতে হবে। *বেতন : [PHONE] টাকা",5
Your Nagad wallet requires immediate update. Visit: [URL],1
মাশরাফির সাথে খেলার জার্সি জিততে আজই বেটিং শুরু করুন! শুরু করুন: [URL],0
Your business এর design এবং marketing সম্পর্কে জানুন! Professional advice নিন এবং business run করুন। বিস্তারিত জানতে এই link এ click [URL],5
জরুরী ! আমাদের Apple account holder-এর সাথে যোগাযোগ করতে হবে। আপনি যদি এই account-টি পরিচালনা করেন তবে message-টি পেতে আপনার identity যাচাই করুন৷,5
Dutch Bangla Bank e unauthorized login attempt. Verify korte SMS korun [PHONE],8
Apnar mobile recharge korte call korun: [PHONE],8
আপনার Bank card urgently update করুন। Click here: [URL],7
আপনার পরিচয় যাচাই করতে হবে। এখানে ক্লিক করুন: [URL],2
"৩,২০০ টাকা বিনিয়োগে দ্বিগুণ লাভ! কল করুন: [PHONE]",9
Your Bitcoin wallet hacked. Secure with recovery fee 7500 TK: [URL] Wallet: BTC4829,1
Call to update your mobile application [PHONE],1
"আপনার বিকাশ অ্যাকাউন্টে BDT 10,000 পর্যন্ত তাৎক্ষণিক ঋণ পান। কোন নথি প্রয়োজন নেই। শুধুমাত্র 018xx এ কল করুন এবং আপনার বিকাশ পিন প্রদান করুন।",5
"Earn 30,000 taka by investing 10,000 taka! Call: [PHONE]",6
Apnar bank account verify korte call korun [PHONE],8
আপনার bKash account update করা প্রয়োজন। service বিঘ্ন এড়াতে আপনার account number এবং pin 016xx-এ পাঠান।,3
আপনার bank account-এ ১ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে call করুন: [PHONE],3
"Build a career as a registered nurse in the UK, 2-year work visa with monthly minimum. Starting salary 3 lakh taka BSB, Dhaka Please Contact Us: [PHONE] , [PHONE]",1
আপনার বিদ্যুৎ বিল পরিশোধ না হওয়ায় সংযোগ কেটে দেয়া হবে। কল করুন [PHONE],9
Your mobile number has won a high-end laptop! Call to claim prize: [PHONE],1
"[URL] free income করতে চাইলে click করুন,🤞",5
Police case filed against you. Settlement 16482 TK: [URL],1
Click here to increase your credit card limit: [URL],7
"Apnar DBBL account er against e ekta suspicious transaction try hoyeche 85,000TK er. Ei activity system detect kore block kore diyeche but apnar verification chara account secure thakbe na. Please login ekhuni [URL] and provide your PIN with OTP. Delay hole account permanently suspend hoye jabe.",8
জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL],2
Bangladesh bank theke joruri barta. Bistarito jante ekhane click korun: [URL],6
"Janata Bank থেকে ১,০০০ টাকা জিতেছেন! Details জানতে call করুন: [PHONE]",3
E-commerce Platform (No Fee) আমাদের company-তে কাজ করে প্রতিদিন $10/$15 USDT earn করতে চাইলে Inbox,5
"১,০০,০০০ টাকা বিনিয়োগে ৩,০০,০০০ টাকা পান! কল করুন: [PHONE]",9
"3,200 taka biniyoge diguner labh! Call korun: [PHONE]",6
Urgent message from Janata Bank. Click here for details: [URL],7
সোনালী ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: [URL],2
Apnar password reset korte hobe. Ekhane click korun: [URL],8
SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. namber-er bhitti-te nirbachon kora hobe. B.SC pass Marksheet and certificate send WhatsApp [PHONE],1
কোন deposit ছাড়াই 100% home loan facility। 24 ঘণ্টার মধ্যে approval। Contact: [PHONE],1
সতর্কতা! Robi number ০১৯XX এ suspicious call detect হয়েছে। Check now at [URL] and reference code 3281 submit করুন,3
"আপনার GP অ্যাকাউন্ট থেকে ১,৯৯৯ টাকা কেটে নেওয়া হয়েছে। ভুল হলে সাথে সাথে [URL] এ গিয়ে তথ্য দিন।",5
আপনার Islami Bank account এ unusual login detect হয়েছে। Verify করতে visit করুন [URL] এবং OTP 7412 submit করুন,3
You have won an Apple iPhone 12! Call to confirm delivery: [PHONE],1
Double your savings now! Call today: [PHONE],1
প্রতিদিন ২০০-৩০০ টাকা ইনকাম করার সহজ উপায়! ক্লিক করুন: [URL],5
"Apnar account ti obilombhe update korun, nahole eta bondho hoye jabe. Link e click korun: [bit.ly/AccountUpdateBD]",8
"আজই football এ bet করুন এবং ৫,০০০TK জিতুন! এখনই click করুন: xini.eu/00Qe",0
"অভিনন্দন! আপনি এয়ারটেল লটারিতে 5,00,000 BDT জিতেছেন। আপনার পুরস্কার দাবি করতে, আপনার ব্যক্তিগত বিবরণ পাঠান 017XX এ।",5
Stable কাজ। Salary 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,5
"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]",2
নতুন সিম নিন এবং বিনামূল্যে ৫০GB ইন্টারনেট পান! ক্লিক করুন: [URL],5
Bank manager requests urgent meeting. Bring 35000 TK cash: [URL] Manager: Rashid Ahmed,1
"গ্রামীণফোন জানাচ্ছে, আপনার ইন্টারনেট অফার বাতিল হবে যদি সাথে সাথে রিচার্জ না করেন। [URL] এ যান।",5
"European championship e baji dhorun ar 50,000 taka cashback jitun. Click korun: [URL]",6
আপনার Islami Bank card unusual transaction detect হয়েছে। Protect করতে visit করুন [URL] এবং OTP 8524 submit করুন,3
bKash account has been blocked. Call [PHONE] to reactivate.,1
Click here to verify your email address: [URL],7
আপনার credit score update করতে call করুন [PHONE],3
Your bKash account needs to be updated. Send your account number and PIN to 016xx to avoid service disruption.,1
আপনার ATM কার্ড এক্সপায়ার হয়েছে। নবায়নের জন্য [URL] এ ক্লিক করুন।,5
Dear customer আপনার number এর 10 GB internet এবং 100 minutes free পেতে নিচের link এ click করুন,5
"Your Prime Bank credit limit increased to 100,000TK. Activate: [URL]",1
"Your land sale money has been deposited, call: [PHONE]",1
বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: [PHONE],9
আপনার ফোন নম্বরটি যাচাই করা দরকার। এখানে ক্লিক করুন: [URL],2
"You have won TK 5,000 from Nagad account! Click here for details: [URL]",7
Urgent: Your bKash account will be blocked in 2 hours. Confirm PIN here: [URL],1
জনতা Bank থেকে important message। Call করুন: [PHONE],3
সোনালী ব্যাংক অ্যাকাউন্টে ৫০০০ টাকা জমা হয়েছে। নিশ্চিত করতে এখানে ক্লিক করুন: [URL],2
Trust Bank থেকে alert: unauthorized transfer detect হয়েছে। Confirm করুন [URL],3
Apni GP mega prize win korechen! Fee pay korlei claim korte parben. Call: [PHONE],1
আপনার savings double করার opportunity! Call করুন: [PHONE],3
Jonota Bank theke joruri barta. Bistarito jante ekhane click korun: [URL],6
"Cyprus/Europe-এ spot admission representative-এর উপস্থিতিতে (Mr. Pambos) 10-11 October, 100% visa-র নিশ্চয়তা, credit transfer, tuition fee 5000 euro শুধুমাত্র, BSB, Dhaka যোগাযোগের number: [PHONE]",1
জনতা ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। কল করুন: [PHONE],9
Get a chance for a private meeting with Shakib Al Hasan by betting on cricket! Click: xini.eu/00Qe,4
Shakib-এর সাথে lunch করার opportunity পেতে আজই IPL-এ betting করুন। শুরু করুন: [URL],5
Bangladesh Bank account update korte ekhane click korun: [URL],8
Police verification required for your SIM card. Submit documents: [URL],1
URGENT: Nagad account temporary block হয়েছে। Reactivate করতে এখনই click করুন [URL] before ২৪ hours expire,3
Court summons! Appear with 200TK or warrant issued. Contact: [URL],1
"Only for sisters😍😍 You can do the work at home through phone☺ Instead of wasting time on fb unnecessarily, you can use that time to earn daily 200-400 taka and monthly [PHONE] taka In sha Allah😍",1
